id,clientId,clientName,clientAddress,amount,issueDate,dueDate,period,status,provider,providerInfo
27218,11937,Cristian Marin,Strada Castanilor 12 Bra?ov,132.71,7/10/2025,7/29/2025,2025-06-22 - 2025-07-39,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023886
27219,10920,Nicolae Suciu,Strada De Mijloc 45 Bra?ov,126.19,7/11/2025,7/30/2025,2025-06-22 - 2025-07-40,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023887
27220,11307,Magdalena Dobre,Strada Saturn 15 Bra?ov,135.9,7/12/2025,7/31/2025,2025-06-22 - 2025-07-41,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023888
27221,10540,Mihail Dumitrescu,Bulevardul Grivi?ei 78 Bra?ov,140.23,7/13/2025,8/1/2025,2025-06-22 - 2025-07-42,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023889
27222,12336,Rafael Mazilescu,Strada Republicii 25 Bra?ov,133.17,7/14/2025,8/2/2025,2025-06-22 - 2025-07-43,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023890
27223,10291,Pompiliu Mazilescu,Strada Castanilor 12 Bra?ov,137.25,7/15/2025,8/3/2025,2025-06-22 - 2025-07-44,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023891
27224,11059,?tefania Nistor,Strada Lunga 109 Bra?ov,119.87,7/16/2025,8/4/2025,2025-06-22 - 2025-07-45,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023892
27225,10934,Ilie Albu,Strada Avram Iancu 9 Bra?ov,106.71,7/17/2025,8/5/2025,2025-06-22 - 2025-07-46,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023893
27226,11193,M?rioara Diaconu,Strada Saturn 15 Bra?ov,130.5,7/18/2025,8/6/2025,2025-06-22 - 2025-07-47,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023894
27227,11587,Ramona Georgescu,Strada Republicii 25 Bra?ov,115.04,7/19/2025,8/7/2025,2025-06-22 - 2025-07-48,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023895
27228,10573,Teona Barbu,Bulevardul Grivi?ei 78 Bra?ov,123.12,7/20/2025,8/8/2025,2025-06-22 - 2025-07-49,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023896
27229,10832,Natalia Florea,Strada Carpa?ilor 70 Bra?ov,129.76,7/21/2025,8/9/2025,2025-06-22 - 2025-07-50,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023897
27230,12241,Lucre?iu Gheorghiu,Strada De Mijloc 45 Bra?ov,100.33,7/22/2025,8/10/2025,2025-06-22 - 2025-07-51,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023898
27231,11472,Ladislau Dobre,Strada Castanilor 12 Bra?ov,127.67,7/23/2025,8/11/2025,2025-06-22 - 2025-07-52,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023899
27232,10835,Gicu Nistor,Strada Republicii 25 Bra?ov,144.55,7/24/2025,8/12/2025,2025-06-22 - 2025-07-53,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023900
27233,10072,Cedrin Florea,Strada Mure?enilor 5 Bra?ov,112.9,7/25/2025,8/13/2025,2025-06-22 - 2025-07-54,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023901
27234,12123,Alexe Popescu,Strada Avram Iancu 9 Bra?ov,101.75,7/26/2025,8/14/2025,2025-06-22 - 2025-07-55,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023902
27235,10205,Mitru? Tomescu,Bulevardul Grivi?ei 78 Bra?ov,124.89,7/27/2025,8/15/2025,2025-06-22 - 2025-07-56,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023903
27236,10974,Zaraza Ni??,Strada De Mijloc 45 Bra?ov,140.08,7/28/2025,8/16/2025,2025-06-22 - 2025-07-57,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023904
27237,11620,Ovidiu Tomescu,Strada Saturn 15 Bra?ov,132.65,7/29/2025,8/17/2025,2025-06-22 - 2025-07-58,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023905
27238,10724,Raluca Suciu,Strada Castanilor 12 Bra?ov,117.45,7/30/2025,8/18/2025,2025-06-22 - 2025-07-59,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023906
27239,10854,Stelian Popa,Strada Republicii 25 Bra?ov,122.34,7/31/2025,8/19/2025,2025-06-22 - 2025-07-60,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023907
27240,10343,Felicia Georgescu,Strada Mure?enilor 5 Bra?ov,134.99,8/1/2025,8/20/2025,2025-06-22 - 2025-07-61,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023908
27241,11497,Panait Eftimie,Strada Avram Iancu 9 Bra?ov,120.47,8/2/2025,8/21/2025,2025-06-22 - 2025-07-62,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023909
27242,12139,Crina Dobre,Strada Carpa?ilor 70 Bra?ov,137.18,8/3/2025,8/22/2025,2025-06-22 - 2025-07-63,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023910
27243,10859,Agata Ioni??,Strada Lunga 109 Bra?ov,127.46,8/4/2025,8/23/2025,2025-06-22 - 2025-07-64,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023911
27244,10736,Anatolie Manole,Strada Saturn 15 Bra?ov,115.11,8/5/2025,8/24/2025,2025-06-22 - 2025-07-65,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023912
27245,11633,Ecaterina Cristea,Strada Castanilor 12 Bra?ov,148.07,8/6/2025,8/25/2025,2025-06-22 - 2025-07-66,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023913
27246,11506,Ani?oara Ardelean,Bulevardul Grivi?ei 78 Bra?ov,119.23,8/7/2025,8/26/2025,2025-06-22 - 2025-07-67,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023914
27247,11379,Ofelia Stan,Strada De Mijloc 45 Bra?ov,138.29,8/8/2025,8/27/2025,2025-06-22 - 2025-07-68,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023915
27248,10105,Dinu Nistor,Strada Republicii 25 Bra?ov,116.74,8/9/2025,8/28/2025,2025-06-22 - 2025-07-69,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023916
27249,10235,Beatrice Mazilescu,Strada Carpa?ilor 70 Bra?ov,109.92,8/10/2025,8/29/2025,2025-06-22 - 2025-07-70,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023917
