id,clientId,clientName,clientAddress,amount,issueDate,dueDate,period,status,provider,providerInfo
20570,10141,Lucia Cristea,Strada Republicii 25 Bra?ov,111.99,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023882
23029,12320,Bucur Dobre,Strada Avram Iancu 9 Bra?ov,124.03,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023883
25710,10401,Doina Stoica,Strada Saturn 15 Bra?ov,109.22,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023884
21734,10361,Gabriela Diaconu,Strada Carpa?ilor 70 Bra?ov,122.45,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023885
21347,11937,Cristian Marin,Strada Castanilor 12 Bra?ov,132.71,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023886
19438,10920,Nicolae Suciu,Strada De Mijloc 45 Bra?ov,126.19,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023887
22265,11307,Magdalena Dobre,Strada Saturn 15 Bra?ov,135.9,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023888
22159,10540,Mihail Dumitrescu,Bulevardul Grivi?ei 78 Bra?ov,140.23,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023889
25834,12336,Rafael Mazilescu,Strada Republicii 25 Bra?ov,133.17,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023890
23523,10291,Pompiliu Mazilescu,Strada Castanilor 12 Bra?ov,137.25,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023891
21849,11059,?tefania Nistor,Strada Lunga 109 Bra?ov,119.87,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023892
20795,10934,Ilie Albu,Strada Avram Iancu 9 Bra?ov,106.71,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023893
24564,11193,M?rioara Diaconu,Strada Saturn 15 Bra?ov,130.5,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023894
23033,11587,Ramona Georgescu,Strada Republicii 25 Bra?ov,115.04,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023895
24201,10573,Teona Barbu,Bulevardul Grivi?ei 78 Bra?ov,123.12,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023896
20933,10832,Natalia Florea,Strada Carpa?ilor 70 Bra?ov,129.76,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023897
21276,12241,Lucre?iu Gheorghiu,Strada De Mijloc 45 Bra?ov,100.33,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023898
23652,11472,Ladislau Dobre,Strada Castanilor 12 Bra?ov,127.67,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023899
19093,10835,Gicu Nistor,Strada Republicii 25 Bra?ov,144.55,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023900
22104,10072,Cedrin Florea,Strada Mure?enilor 5 Bra?ov,112.9,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023901
20412,12123,Alexe Popescu,Strada Avram Iancu 9 Bra?ov,101.75,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023902
19920,10205,Mitru? Tomescu,Bulevardul Grivi?ei 78 Bra?ov,124.89,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023903
25343,10974,Zaraza Ni??,Strada De Mijloc 45 Bra?ov,140.08,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023904
19528,11620,Ovidiu Tomescu,Strada Saturn 15 Bra?ov,132.65,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023905
23993,10724,Raluca Suciu,Strada Castanilor 12 Bra?ov,117.45,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023906
24863,10854,Stelian Popa,Strada Republicii 25 Bra?ov,122.34,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023907
20679,10343,Felicia Georgescu,Strada Mure?enilor 5 Bra?ov,134.99,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023908
19267,11497,Panait Eftimie,Strada Avram Iancu 9 Bra?ov,120.47,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023909
23122,12139,Crina Dobre,Strada Carpa?ilor 70 Bra?ov,137.18,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023910
24895,10859,Agata Ioni??,Strada Lunga 109 Bra?ov,127.46,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023911
21268,10736,Anatolie Manole,Strada Saturn 15 Bra?ov,115.11,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023912
24004,11633,Ecaterina Cristea,Strada Castanilor 12 Bra?ov,148.07,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023913
19941,11506,Ani?oara Ardelean,Bulevardul Grivi?ei 78 Bra?ov,119.23,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023914
19235,11379,Ofelia Stan,Strada De Mijloc 45 Bra?ov,138.29,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023915
20031,10105,Dinu Nistor,Strada Republicii 25 Bra?ov,116.74,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023916
25077,10235,Beatrice Mazilescu,Strada Carpa?ilor 70 Bra?ov,109.92,5/22/2025,6/11/2025,2025-05-22 - 2025-06-21,UNPAID,Digi Romania S.R.L,Digi Telecommunications Sdn Bhd (201283 - M) Lot 10 Jalan Delima 1/1. Subang Hi-Tech Industrial Park.40000 Subang Jaya. Selangor Darul Ehsan. MalaysiaSST License No : B16-1808-31023917
